,index,VendorName,ProfitMargin
103,6881,ULTRA BEVERAGE COMPANY LLP,23.649459783913578
104,6882,ULTRA BEVERAGE COMPANY LLP,36.12048237684283
105,6883,BANFI PRODUCTS CORP,33.64954600894424
106,6884,CRUSH WINES,5.778853026887379
107,6885,E & J GALLO WINERY,31.093552083961733
108,6887,ULTRA BEVERAGE COMPANY LLP,34.298440979955416
109,6889,CONSTELLATION BRANDS INC,34.73193473193456
110,6890,CONSTELLATION BRANDS INC,26.04519038945258
111,6891,WINE GROUP INC,38.124659276758074
112,6892,CONSTELLATION BRANDS INC,13.98240824992422
113,6893,ULTRA BEVERAGE COMPANY LLP,17.922002749439265
114,6896,E & J GALLO WINERY,31.421295173417406
115,6899,FORTUNE WINE BROKERS LLC,37.58839059874821
116,6905,VINEXTRA INC,33.34127173136461
117,6909,TRINCHERO FAMILY ESTATES,20.467445742904804
118,6910,SOUTHERN WINE & SPIRITS NE,33.778307508939164
119,6912,STATE WINE & SPIRITS,34.238741958541816
120,6915,MARTIGNETTI COMPANIES,29.563606159350712
121,6916,STATE WINE & SPIRITS,28.040732485468283
122,6917,VINILANDIA USA,8.687677171919326
123,6921,STATE WINE & SPIRITS,35.02919099249377
124,6922,E & J GALLO WINERY,9.72015234310342
125,6923,CRUSH WINES,35.06302437472663
126,6924,SOUTHERN WINE & SPIRITS NE,40.1770495408808
127,6926,SAZERAC NORTH AMERICA INC.,37.27929142196962
128,6928,STE MICHELLE WINE ESTATES,28.737825743616707
129,6930,PERFECTA WINES,39.93993993993983
130,6931,TRINCHERO FAMILY ESTATES,29.62720732504905
131,6939,M S WALKER INC,41.8300653594771
132,6941,ULTRA BEVERAGE COMPANY LLP,33.3472280116715
133,6942,DELICATO VINEYARDS INC,17.529602971906222
134,6943,FORTUNE WINE BROKERS LLC,30.15538583091918
135,6944,WINE GROUP INC,30.94555873925503
136,6946,PERFECTA WINES,30.85259172215687
137,6947,MARTIGNETTI COMPANIES,33.783445861465374
138,6950,CONSTELLATION BRANDS INC,13.750409076033629
139,6952,BROWN-FORMAN CORP,34.208552138034484
140,6953,CRUSH WINES,36.613603473227215
141,6954,FREDERICK WILDMAN & SONS,23.896499238965
142,6956,PERFECTA WINES,10.495252758532212
143,6958,WINE GROUP INC,38.66747496871078
144,6960,HIGHLAND WINE MERCHANTS LLC,3.280364278412831
145,6965,M S WALKER INC,42.452305982589365
146,6966,PINE STATE TRADING CO,35.46773386693349
147,6968,BROWN-FORMAN CORP,20.633943683643636
148,6969,BANFI PRODUCTS CORP,28.876624123260886
149,6970,HEAVEN HILL DISTILLERIES,36.02187286397813
150,6971,JIM BEAM BRANDS COMPANY,25.35885167464114
151,6972,PERNOD RICARD USA,34.63988655844568
152,6974,E & J GALLO WINERY,16.254013168634746
153,6975,KOBRAND CORPORATION,17.189055395625463
154,6976,STE MICHELLE WINE ESTATES,31.545236188951204
155,6979,E & J GALLO WINERY,34.34176317655407
156,6980,E & J GALLO WINERY,21.530756388853273
157,6981,E & J GALLO WINERY,25.02392696753299
158,6982,WINE GROUP INC,33.810888252149006
159,6983,CENTEUR IMPORTS LLC,16.243264049268717
160,6984,LUXCO INC,20.650813516896157
161,6986,CONSTELLATION BRANDS INC,40.80140391927457
162,6990,MILTONS DISTRIBUTING CO,31.981616653149498
163,6991,WEIN BAUER INC,16.13710282712035
164,6992,DIAGEO NORTH AMERICA INC,43.864619054718965
165,6994,M S WALKER INC,23.08047391906447
166,6995,MARTIGNETTI COMPANIES,34.21953145564623
167,6996,STATE WINE & SPIRITS,21.88868042526579
168,6999,FREDERICK WILDMAN & SONS,31.03639899972216
169,7000,TRINCHERO FAMILY ESTATES,12.885662431941952
170,7001,SOUTHERN WINE & SPIRITS NE,17.846790890269205
171,7002,MCCORMICK DISTILLING CO,40.02064484789595
172,7005,Circa Wines,31.009379812403782
173,7007,STE MICHELLE WINE ESTATES,39.88161829017758
174,7008,E & J GALLO WINERY,45.887049516554235
175,7009,CONSTELLATION BRANDS INC,2.1025402931618307
176,7011,ULTRA BEVERAGE COMPANY LLP,36.15707849592797
177,7012,PROXIMO SPIRITS INC.,24.79456948910328
178,7014,PINE STATE TRADING CO,31.943286071726433
179,7015,PERNOD RICARD USA,35.490605427974906
180,7016,CRUSH WINES,16.764982474138684
181,7017,PSP WINES,45.914396887159555
182,7018,MARTIGNETTI COMPANIES,32.40689271817678
183,7019,M S WALKER INC,2.7189324437031
184,7020,TRINCHERO FAMILY ESTATES,32.38731218697836
185,7021,BACARDI USA INC,4.315196998123823
186,7023,STATE WINE & SPIRITS,13.253012048192813
187,7024,MARTIGNETTI COMPANIES,34.208552138034506
188,7027,STE MICHELLE WINE ESTATES,35.15482695810566
189,7028,PINE STATE TRADING CO,13.418040911958192
190,7029,CRUSH WINES,39.66199660740092
191,7030,M S WALKER INC,22.957354593611218
192,7033,KOBRAND CORPORATION,34.633658414603644
193,7035,CENTEUR IMPORTS LLC,38.16350251840374
194,7037,DELICATO VINEYARDS INC,18.561787557420793
195,7038,E & J GALLO WINERY,33.77550784590143
196,7040,PERFECTA WINES,18.716775165591184
197,7041,PINE STATE TRADING CO,31.902718168812587
198,7044,E & J GALLO WINERY,12.205950362263115
199,7045,MARTIGNETTI COMPANIES,35.05959720509658
200,7046,FORTUNE WINE BROKERS LLC,34.18565869927737
201,7048,ULTRA BEVERAGE COMPANY LLP,34.195162635529606
202,7049,ULTRA BEVERAGE COMPANY LLP,32.31502442511616
203,7050,PERFECTA WINES,5.241034195162617
204,7051,FORTUNE WINE BROKERS LLC,34.195162635529606
205,7053,MARTIGNETTI COMPANIES,33.65296910447421
206,7054,STATE WINE & SPIRITS,12.430478309232546
207,7055,E & J GALLO WINERY,18.96995708154514
208,7059,DELICATO VINEYARDS INC,34.1892934820739
209,7060,STATE WINE & SPIRITS,7.9701609736946395
210,7061,PINE STATE TRADING CO,2.5437864887406265
211,7062,FREDERICK WILDMAN & SONS,13.385242862439753
212,7063,KOBRAND CORPORATION,5.246078961600904
213,7065,TRINCHERO FAMILY ESTATES,20.000000000000018
214,7068,ALTAMAR BRANDS LLC,22.474158052684242
215,7069,CONSTELLATION BRANDS INC,32.30978524924694
216,7071,ULTRA BEVERAGE COMPANY LLP,39.65509770787296
217,7072,VINEYARD BRANDS INC,35.48387096774194
218,7073,MILTONS DISTRIBUTING CO,35.48387096774197
219,7076,WINE GROUP INC,26.90644446788322
220,7079,E & J GALLO WINERY,15.546872615159241
221,7080,Circa Wines,34.190966266438
222,7083,Circa Wines,33.33333333333336
223,7085,VINEXTRA INC,42.364812201133304
224,7087,STATE WINE & SPIRITS,26.964128079608408
225,7088,BROWN-FORMAN CORP,37.97180536607548
226,7089,KOBRAND CORPORATION,35.062151735962274
227,7090,E & J GALLO WINERY,23.181574416438547
228,7091,MARTIGNETTI COMPANIES,41.35367509211969
229,7092,E & J GALLO WINERY,30.57775281472599
230,7094,CASTLE BRANDS CORP.,23.489932885906082
231,7095,CONSTELLATION BRANDS INC,13.86903059765516
232,7096,STE MICHELLE WINE ESTATES,47.780517879161486
233,7097,DIAGEO CHATEAU ESTATE WINES,17.81420765027335
234,7101,TRINCHERO FAMILY ESTATES,27.934485896269372
235,7102,MAJESTIC FINE WINES,31.979387693240408
236,7103,R.P.IMPORTS INC,31.0331563966459
237,7104,TRINCHERO FAMILY ESTATES,29.930091819699562
238,7106,Circa Wines,34.19658622719247
239,7108,SOUTHERN WINE & SPIRITS NE,34.19658622719247
240,7110,HEAVEN HILL DISTILLERIES,23.07692307692308
241,7111,Dunn Wine Brokers,32.42915593271708
242,7113,BULLY BOY DISTILLERS,20.650232225794937
243,7115,ULTRA BEVERAGE COMPANY LLP,34.63098134630982
244,7116,STATE WINE & SPIRITS,32.8480436760692
245,7117,FORTUNE WINE BROKERS LLC,2.467728292449704
246,7119,MARTIGNETTI COMPANIES,31.01938711694808
247,7120,M S WALKER INC,8.025849489264136
248,7122,PINE STATE TRADING CO,41.9388830347735
249,7123,E & J GALLO WINERY,18.800663227708185
250,7124,SHAW ROSS INT L IMP LTD,25.364530349270957
251,7125,BACARDI USA INC,33.33838536930383
252,7127,PERFECTA WINES,35.49146556798116
253,7129,TRINCHERO FAMILY ESTATES,33.72287145242075
254,7130,M S WALKER INC,33.79655364091162
255,7131,E & J GALLO WINERY,12.365267456651294
256,7132,FORTUNE WINE BROKERS LLC,18.348968105065712
257,7134,KOBRAND CORPORATION,31.972114154416566
258,7137,TREASURY WINE ESTATES,20.000000000000032
259,7139,E & J GALLO WINERY,4.586615622469323
260,7144,MHW LTD,46.423211605802884
261,7146,Circa Wines,31.052291801162042
262,7148,SOUTHERN WINE & SPIRITS NE,20.00000000000001
263,7149,PERFECTA WINES,30.43478260869568
264,7150,SAZERAC NORTH AMERICA INC.,6.571104691556669
265,7154,CRUSH WINES,33.77110694183865
266,7159,WINE GROUP INC,27.790647790647817
267,7162,PROXIMO SPIRITS INC.,28.578758337609056
268,7165,E & J GALLO WINERY,13.445903689806174
269,7166,E & J GALLO WINERY,27.22721550487458
270,7167,PERFECTA WINES,32.44889082209657
271,7168,WINE GROUP INC,20.02833134799271
272,7171,HIGHLAND WINE MERCHANTS LLC,31.04368122707571
273,7172,VINILANDIA USA,6.6541282678202345
274,7173,VINILANDIA USA,31.03103103103103
275,7174,LATITUDE BEVERAGE COMPANY,31.03103103103108
276,7175,MARTIGNETTI COMPANIES,31.03103103103104
277,7176,MARTIGNETTI COMPANIES,40.42430365132053
278,7177,E & J GALLO WINERY,1.6372595771739302
279,7178,CONSTELLATION BRANDS INC,13.457498949726961
280,7179,E & J GALLO WINERY,9.468822170900744
281,7180,PINE STATE TRADING CO,31.53153153153155
282,7181,SEA BREEZE CELLARS LLC,22.972972972973007
283,7183,Circa Wines,31.529116045245086
284,7184,M S WALKER INC,28.938132668155603
285,7187,VINILANDIA USA,31.931931931931963
286,7190,MHW LTD,23.611111111111157
287,7192,MOET HENNESSY USA INC,12.39711009668957
288,7193,Serralles Usa LLC,21.862971516551216
289,7194,VINILANDIA USA,32.421614409606434
290,7195,VINILANDIA USA,32.421614409606434
291,7196,DIAGEO CHATEAU ESTATE WINES,53.92182879672441
292,7197,CONSTELLATION BRANDS INC,34.208380890265786
293,7199,PALM BAY INTERNATIONAL INC,32.88859239492996
294,7201,E & J GALLO WINERY,29.35387499267761
295,7204,Circa Wines,33.355570380253496
296,7205,SOUTHERN WINE & SPIRITS NE,6.281515068600287
297,7206,CONSTELLATION BRANDS INC,7.061609534531671
298,7207,THE IMPORTED GRAPE LLC,11.2445779112446
299,7209,MARTIGNETTI COMPANIES,27.532278596108384
300,7210,WINE GROUP INC,33.44481605351175
301,7213,M S WALKER INC,6.478829023270463
302,7214,DIAGEO CHATEAU ESTATE WINES,53.79870822584708
303,7215,STELLAR IMPORTING CO LLC,50.97276264591437
304,7216,SHAW ROSS INT L IMP LTD,15.007153075822613
305,7217,PINE STATE TRADING CO,39.1685912240185
306,7219,CRUSH WINES,8.892907992457797
307,7221,TY KU LLC,34.195162635529634
308,7222,TRINCHERO FAMILY ESTATES,1.3355592654424604
309,7223,E & J GALLO WINERY,13.71094463731055
310,7224,SAZERAC NORTH AMERICA INC.,32.88485607008765
311,7225,Circa Wines,34.63463463463467
312,7227,CRUSH WINES,35.09727626459146
313,7229,BRONCO WINE COMPANY,25.075509286035658
314,7230,BROWN-FORMAN CORP,0.40620857741480315
315,7231,CONSTELLATION BRANDS INC,23.492887414172735
316,7233,ULTRA BEVERAGE COMPANY LLP,22.48899559823931
317,7235,FORTUNE WINE BROKERS LLC,53.00610758273644
318,7236,MARTIGNETTI COMPANIES,22.82188125416947
319,7237,MHW LTD,50.46558138534645
320,7238,M S WALKER INC,31.52251608291637
321,7240,PERFECTA WINES,31.473533619456358
322,7242,PARK STREET IMPORTS LLC,26.471719892266275
323,7244,ULTRA BEVERAGE COMPANY LLP,18.341672623302408
324,7245,VINILANDIA USA,31.97570560914614
325,7248,DIAGEO NORTH AMERICA INC,2.694380292532755
326,7249,SOUTHERN WINE & SPIRITS NE,54.02647266848539
327,7250,E & J GALLO WINERY,16.32322637621433
328,7252,PINE STATE TRADING CO,50.31407997548642
329,7254,E & J GALLO WINERY,2.1190280954642504
330,7255,DELICATO VINEYARDS INC,12.317327766179558
331,7257,M S WALKER INC,37.03003337041159
332,7258,FORTUNE WINE BROKERS LLC,47.94669003205054
333,7259,CASTLE BRANDS CORP.,24.80992396958786
334,7260,ULTRA BEVERAGE COMPANY LLP,6.015507753876963
335,7270,LATITUDE BEVERAGE COMPANY,51.32837870235162
336,7271,M S WALKER INC,17.241379310344882
337,7276,SOUTHERN WINE & SPIRITS NE,37.43092364948691
338,7277,SOUTHERN WINE & SPIRITS NE,17.775305895439438
339,7278,PINE STATE TRADING CO,25.765741639607683
340,7279,SOUTHERN WINE & SPIRITS NE,51.88408319554433
341,7282,SAZERAC CO INC,20.00869943453675
342,7285,PINE STATE TRADING CO,26.4905962384954
343,7286,PSP WINES,40.71682273167582
344,7287,CRUSH WINES,33.79073756432248
345,7288,PERFECTA WINES,35.00917865813943
346,7290,MARTIGNETTI COMPANIES,28.728312430957185
347,7291,STE MICHELLE WINE ESTATES,58.545185690724
348,7292,DIAGEO NORTH AMERICA INC,59.24495924495917
349,7293,CRUSH WINES,26.679888399610068
350,7294,PINE STATE TRADING CO,23.961059353082796
351,7295,CRUSH WINES,56.730998332142015
352,7297,BANFI PRODUCTS CORP,19.488604780433622
353,7298,STATE WINE & SPIRITS,32.92547274749722
354,7299,SOUTHERN WINE & SPIRITS NE,9.63599216111417
355,7300,FORTUNE WINE BROKERS LLC,33.06152705707933
356,7303,BROWN-FORMAN CORP,20.002222469163243
357,7304,ULTRA BEVERAGE COMPANY LLP,14.302727164463505
358,7306,E & J GALLO WINERY,28.97042355576059
359,7307,PINE STATE TRADING CO,31.029619181946387
360,7308,HIGHLAND WINE MERCHANTS LLC,31.023864511162436
361,7309,MARTIGNETTI COMPANIES,31.050404001539057
362,7310,PERFECTA WINES,31.050404001539057
363,7311,SAZERAC NORTH AMERICA INC.,36.93693693693695
364,7312,DIAGEO NORTH AMERICA INC,61.39227953770976
365,7313,PALM BAY INTERNATIONAL INC,23.77968455157193
366,7315,M S WALKER INC,22.48314851054577
367,7316,DELICATO VINEYARDS INC,20.990583524875852
368,7319,PINE STATE TRADING CO,34.260289210233594
369,7320,DIAGEO CHATEAU ESTATE WINES,19.35850773430391
370,7321,FORTUNE WINE BROKERS LLC,40.8673894912427
371,7323,BACARDI USA INC,23.070232659273753
372,7325,ULTRA BEVERAGE COMPANY LLP,31.522516082916397
373,7329,WINE GROUP INC,32.87143956889915
