Description	TotalSalesDollars	ProfitMargin
Culpeo Malbec	1406.2500000000002	40.35200000000002
Cusumano Merlot	1538.9000000000005	31.522516082916397
Cutler Creek Merlot	720.1000000000001	18.011387307318447
Cutler Creek Wh Znfdl	530.6000000000003	14.172634753109712
Dalton Canaan Red	549.45	76.52197652197653
David Stone Pnt Nr	269.40000000000003	30.95768374164812
De Martino Cab Svgn Estate	69.95	34.66761972837741
De Martino Svgn Bl Organic	839.4000000000003	31.5225160829164
DeKuyper Cactus Juice	1208.9	41.00835470262221
DeKuyper O3 Orange Liqueur	999.5000000000002	23.06153076538271
DeKuyper Peach Pucker	454.65000000000015	56.36203673155175
Debauchery Chard	781.6499999999997	51.50642870850122
Debauchery Pnt Nr	57.9	65.97582037996547
Del Maguey Vida Mezcal	1084.65	24.768358456645007
Dingle Original PotStill Gin	899.7	20.64021340446816
Dom Bousquet Malbec Gr Rsv	1559.4	31.050404001539057
Dom Chandon Riche Extra Dry	1139.4	31.490258030542396
Dom Fleurot-Larose Chass-Mon	1119.8	33.77388819432042
Dom LaFage Mira Cd Rousillon	899.4	34.62308205470313
Dom Leflaive Merslt 07 d'Ane	1184.85	32.89023927079377
Dom de Reuilly Pnt Gris	599.4000000000003	33.333333333333364
Dom du Grand Tinel Establet	1139.7	32.87707291392472
Domino Moscato	718.8000000000001	17.863105175292148
Don Q Coco Coconut Rum	389.7	73.33846548627149
Don Q Coco Rum	599.7	40.470235117558786
Don Q Limon Rum	1558.8000000000002	21.862971516551216
Dos Minas Torrontes	1488.7500000000005	39.30478589420657
Double T Trefethen Red	1559.4	31.050404001539057
Douce Provence Pear Liqueur	109.94999999999999	28.55843565256933
Douglass Hill Cab Svgn	1317.8000000000006	26.240704203976346
Douglass Hill Merlot	718.8000000000003	0.08347245409018501
DuCourt Brdx Blanc	1528.2000000000007	7.9701609736946395
Duboeuf Bjls Rd	819.9499999999998	51.192145862552586
Dubonnet Bl	659.4000000000003	31.02820746132852
Eagle Rare Bourbon 17 yr	399.95	28.05350668833604
Early Times Mint Julep RTD	1169.1	34.64203233256351
Earthshaker La Quete Lirac C	959.4	34.64665415884928
Ecco Domani Collezion Merlot	1018.8	32.862190812720854
Eden Ice Sprklng Cider Semi	1487.4499999999998	26.679888399610068
Elizabeth Rose Pnt Nr	1199.4	34.61730865432717
Esporao Reserva Red Alentejo	1499.4	32.89315726290516
Est! Est!! Est!!! Bigi Grfti	526.8	31.890660592255117
Ezra Brooks Cinnamon Bourbon	284.85	3.282429348780067
F Coppola Sophia Rsl	1279.1500000000005	6.281515068600287
Fabrizio Dionisio Il Cast Sy	1439.4	35.05627344726969
Fancy Pants Cab Svgn	1078.8000000000009	32.92547274749727
Fancy Pants Red Blend	1708.1000000000008	12.885662431941952
Farm Napa Vly Cab Svgn	652.35	31.96137042998391
Feast Moschofilero	1498.7500000000002	5.241034195162617
Fernet Branca Borgetti Cafe	1199.4000000000003	6.015507753876963
Ferreira 10-Yr Tawny Port	124.94999999999999	33.7735094037615
Fess Parker Rsl	719.4	31.02585487906589
Finca Abril Malbec 1922	1359.5500000000002	2.467728292449704
Finca Abril Rapsodia Malbec	939.5	19.148483235763713
Finca La Linda Bonarda	839.4	31.951393852751973
Firefly Ridge Chard	28.95	31.088082901554394
Fish Eye Pnt Nr	569.7	34.64981569246973
Fish Eye Rsl	958.8000000000004	34.3919482686692
Fish House Svgn Bl	1438.8000000000002	27.272727272727277
Five Oaks Wh Znfdl Cal	682.2000000000002	35.356200527704516
Flag Hill Heritage Rd NH	249.8	65.5324259407526
Flint & Steel Svgn Bl Napa V	599.6000000000003	0.033355570380298995
Flip Flop Merlot	479.4	32.91614518147685
Flip Flop Sangria	359.4	32.38731218697828
Flor De Cana 4 Yr Old Wh Rum	839.4	6.004288777698367
Flying Fish Rsl Wash	779.4	32.87143956889915
Fontana Candida Pinot Grigi	629.3000000000002	9.574129985698427
Forbidden Secret Pumpkin Crm	199.89999999999998	20.010005002501238
Forestville Chard Cal	479.4	31.914893617021278
Franzia Cab Svgn Cal	679.1500000000005	2.6430096444085236
Franzia Fruity Red Sangria	519.3500000000001	10.753826899008411
Frenchhouse Chard VDP D'Oc	599.4	34.63463463463463
Frey Vyds Organic Blanc	1688.700000000001	35.00917865813943
Fritz Svgn Bl Dry Creek Vly	1439.1000000000001	72.39941630185533
Fritz Znfdl Dry Creek Valley	1079.4	34.630350194552534
G Bertrand CdRoses Blanc Lan	1349.2500000000005	25.410413192514387
Gallo Chard Cal	1125.4500000000012	10.760140388289189
Gallo Merlot Cal	823.5000000000007	7.941712204007359
Gallo Twin Vly Svgn Bl Cal	1097.8000000000002	5.993805793405048
Gattinara Red	1679.2	51.6198189614102
Gazela Vinho Verde	949.0500000000004	14.651493598862055
Georgi Watermelon Vodka	499.5000000000001	76.36636636636636
Gerard Bertrand 12 Roses	1274.1500000000005	6.478829023270463
Gerard Bertrand 13 Gris Blan	899.4	59.77318212141427
Gerard Bertrand Merlot Rsv	1678.8000000000002	31.52251608291637
Geyser Peak Pnt Nr	359.80000000000007	86.11728738187882
Geyser Peak Tectonic Red	1749.3000000000004	67.74709883953582
Giorgio & Gianni Lambrusco	539.4	32.48053392658508
Girasole Chard	1678.8	38.52751965689779
Glory Days Merlot	1509.5999999999979	33.70429252782186
Gnarly Head OV Zinfandel	599.4	31.03103103103102
Gordons Vodka	1078.8	24.249165739710783
Grape & Vine Pnt Grigio	197.39999999999998	35.562310030395125
Gravelly Ford Chard	479.4	31.038798498122645
Green Lip Svgn Bl	719.4	31.526271893244374
Grenache/Shirz Stump Jump	659.4500000000003	26.75714610660402
Grooner Gruner Veltliner	1758.2000000000014	59.39028551928113
H3 Horse Heaven Hills Chard	899.4	51.10073382254837
Hangar One Blueberry Vodka	839.7000000000002	87.27521733952602
Hangar One Citron	139.95	28.04573061807788
Hangar One Kaffir Lime Vodk	839.7000000000002	75.49124687388354
Haras Estate Svgn Blanc	719.4	32.860717264386984
Hardys Whiskers Blake Tawny	1678.8000000000006	44.31736954967836
Harthill Farms Chard	227.39999999999998	35.092348284960416
Hartley & Gibson Fino Dry S	419.70000000000016	35.09649749821304
Hayes Ranch Red Blend	1348.500000000001	17.775305895439438
Hayman's Sloe Gin	269.90000000000003	28.566135605779923
Hazlitt Vyds Red Cat Finger	329.4	32.96903460837887
Henri Bourgeois Svgn Blanc	74.95	35.09006004002668
Hermanos Malbec-Tannat	839.4000000000004	32.88062902072912
Herzog Kosher Wh Znfdl	489.29999999999995	80.82975679542203
Hey Mambo Sultry Red	649.5000000000002	21.570438799076243
High Note 1100 Meter Red	1133.9000000000008	29.940911896992723
Hillinger Leitheberg Blaufra	1299.3500000000004	8.892907992457797
Hillinger Secco Sparkling	1661.5500000000004	33.79073756432248
Hiram Walker Peppermint Schn	263.7	22.525597269624566
Honoro Vera Jumilla Rose	1078.8	31.479421579532808
House of Stuart Scotch	599.4	27.52752752752753
I'm Bananas Over You	748.5000000000002	36.993987975951924
Il Colle Prosecco Brut	1019.4	31.018246027074753
Il Donato Vino Rosso Puglia	1138.8	35.511064278187554
Il Poggio Sangiovese Rubico	839.4	35.09649749821301
Immersion Red	474.75	33.754607688256975
Imperial Blended Whiskey	1124.1	26.98158526821455
Inman Family Pnt Nr RRV Sono	1679.4	31.97570560914614
Insomnia Pnt Grigio	1168.7000000000007	10.669975186104294
Irishman Cream Liqueur	649.5000000000001	68.00615858352579
Iron Horse Wedding Cuvee	1754.5500000000002	16.764982474138684
Islay Mist 8 Yr Old Scotch	1069.3500000000004	83.74246037312386
J & B Scotch	749.7000000000002	25.37014805922371
J Lohr S Ridge Ps Rbls Syrah	1538.9000000000008	28.728312430957185
JM Gobillard Tradition Brut	999.7500000000001	76.66416604151038
JP Chenet Merlot/Cab	1438.8000000000002	2.5437864887406265
Jacobs Crk Moscato Rose	449.70000000000016	83.9226150767178
Jacobs Crk Sweet Red	209.7	42.06008583690986
Jacques Bonet Brandy	1757.800000000001	32.88485607008765
Jadot Beaune Bressandes 12	899.8000000000001	50.65570126694821
Jadot Fixin 12	1049.7	78.35572068209964
Jadot Moulin-a-Vent Jacques	1479.2000000000005	5.246078961600904
Jadot Pernand Croix Blanc 12	524.85	77.47927979422693
Jadot Santenay Clos Rous 12	699.8000000000001	83.22377822234924
Jadot Savigny Narbantons 12	524.85	35.4958559588454
Jean Luc Colombo Ruchets 07	799.9	65.51443930491311
Jeremiah Weed Sarsaparilla	899.4	44.429619746497664
Joel Gott Rsl Columbia Vly	1039.2	51.616628175519644
John Taylor Velvet Falernum	799.5000000000002	34.315196998123845
Jonathan Edwards Znfdl Lodi	884.7000000000002	32.89250593421501
Jose Cuervo Tropina	1754.1000000000006	28.578758337609056
Joseph Mellot Reuilly Svgn B	79.95	31.0193871169481
Jubileo Meritage	599.4	32.43243243243243
Julius Treis Trocken Rsl	689.7000000000002	35.05872118312311
KJ Est Cab Hawkeye Mtn	1499.7	32.42648529705941
KJ Est Chard Santa Maria Vly	839.7	33.76205787781352
KJ Jackson Est Pnt Nr Anders	509.7	33.78457916421424
Kangarilla McLaren Vl Shiraz	659.7	31.96907685311505
Kesselstatt Piesp G Kab Rsl	1573.95	35.09006004002669
Kesselstatt Schwartzhof GG	1319.4000000000003	33.78808549340611
Kibo Junmai Sake	988.3500000000007	5.752010927303125
King Rabbit Malbec Pay D'Oc	719.0999999999999	77.76387150604923
King Robert II Scotch Whisky	1234.3500000000004	77.86689350670393
Kirkland Signature Cab Svgn	1558.8000000000009	39.26096997690534
Kirkland Signature Chard	856.8999999999999	25.77897070836736
Kirkland Signature Chard 12	1599.0000000000002	20.00000000000001
Kirkland Signature Supr Brdx	39.95	32.91614518147685
Kracher Beerenauslese Cuvee	599.4	31.931931931931928
Kronan Swedish Punsch	899.7000000000002	51.69500944759364
LAN Rsva Rioja	944.6000000000003	5.616133813254318
La Basttistina Gavi	619.6000000000001	9.651387992253094
La Joya Svgn Blanc	419.6500000000002	3.491004408435648
La Petite Maison Ventoux Bl	803.8500000000007	88.55507868383405
La Pettegola Vermentino	1349.2500000000005	19.488604780433622
La Puerta Alta Malbec Bonrda	959.4	32.89555972482802
La Terre Merlot	921.1500000000003	20.383518137841115
Laurent Reverdy Sancerre	1618.8000000000002	35.50778354336546
Le Capitaine Vouvray Loire	959.4000000000003	33.771106941838674
Leblon Cedilla Acai Liqueur	449.8500000000001	73.3355562965433
Leese-Fitch Merlot	899.2000000000005	4.715302491103236
Legaris Crianza Ribera del	473.70000000000005	32.425585813806215
Leroux Apple Schnapps	149.8	23.097463284379195
Leroux Cherry Brandy	479.4000000000003	21.90237797246564
LiDestri Spicy Bloody Mary	359.60000000000014	2.5583982202447597
LiDestri White Sangria	988.9000000000008	9.748205076347505
Liberty Creek Merlot Tetra P	426.2000000000003	12.998592210230006
Liberty Creek Pink Moscato	1078.6500000000005	27.946970750475188
Liberty Creek Vyd Pnt Noir	1158.5500000000009	2.1190280954642504
Liberty Crk Pnt Grigio	179.4	32.107023411371244
Liberty School Cuvee Red CC	594.15	54.15299166877051
Lila Rose 4 Pk Cans	329.7000000000001	33.75796178343951
Line 39 Merlot	1058.9500000000007	8.107087209027872
Little Black Dress Pnt Grigi	819.2000000000005	21.484375000000057
Livingston Cab Svgn Cal	789.3000000000003	70.86025592296973
Livingston Chianti Cal	769.0000000000002	10.8582574772432
